,0,1,2
1366,288614,분당 판교대장점,경기 성남시 분당구 판교대장로7길 16
1367,288615,분당 판교 대장초교점,경기 성남시 분당구 판교대장로 92 (대장동)
1368,288616,분당 정든한진점,"경기 성남시 분당구 내정로 10 (정자동, 정든마을한진7단지아파트)"
1369,288617,분당 정든동아점,"경기 성남시 분당구 불정로 179 (정자동, 정든마을)"
1370,288618,분당 이매점,경기 성남시 분당구 야탑동 532-6
1371,288619,분당 이매안말초교점,"경기 성남시 분당구 양현로94번길 11 (이매동, 청학빌딩)"
1372,288620,분당 이매아름점,"경기 성남시 분당구 판교로 432 (이매동, 제일프라자)"
1373,288621,분당 이매선경점,경기 성남시 분당구 이매동 146-1
1374,288622,분당 이매매송점,"경기 성남시 분당구 성남대로779번길 56 (이매동, 한풍상가)"
1375,288623,분당 야탑매화2단지점,경기 성남시 분당구 야탑동 215
1376,288624,분당 야탑 중탑점,"경기 성남시 분당구 벌말로 44 (야탑동, 선경진)"
1377,288625,분당 야탑 목련점,"경기 성남시 분당구 야탑로231번길 45 (야탑동, 목련마을미원빌라)"
1378,288626,분당 시범우성점,"경기 성남시 분당구 중앙공원로40번길 4 (서현동, 현대카스올림픽골프파크)"
1379,288627,분당 수내파크타운점,"경기 성남시 분당구 돌마로 361 (수내동, 동신코아빌딩)"
1380,288628,분당 서당초교점,"경기 성남시 분당구 불정로 379 (서현동, 분당서현프라자)"
1381,288629,분당 샛별라이프점,"경기 성남시 분당구 분당로 190 (분당동, 샛별마을라이프아파트)"
1382,288630,분당 까치주공2단지점,"경기 성남시 분당구 미금일로 22 (구미동, 까치마을주공2단지아파트)"
1383,288631,분당 금곡점,"경기 성남시 분당구 정자일로 55 (금곡동, 분당두산위브아파트)"
1384,288632,북수원자이점,경기 수원시 장안구 정자동 528-1
1385,288633,북구 그린빌6단지점,"대구 북구 도남길 76 (국우동, 힐스테이트 데시앙 도남1단지)"
1386,288634,부천힐스테이트중동점,"경기 부천시 길주로 234 (중동, 힐스테이트 중동)"
1387,288635,부천행복한마을점,"경기 부천시 소향로 25 (상동, 서해프라자)"
1388,288636,부천진달래대림점,"경기 부천시 도약로 82 (상동, 진달래마을 대림e-편한세상)"
1389,288637,부천지사,경기 부천시 상동 546-3
1390,288638,부천일신매스1점,경기 부천시 범안로96번길 23
1391,288639,부천 해법오정프라자점,경기 부천시 오정동 725
1392,288640,부천 해법오정초점,"경기 부천시 소사로794번길 21 (원종동, 프라임영재사관학원)"
1393,288641,부천 해법수학고강점,경기 부천시 고강동 370-10
1394,288642,부천 한아름현대점,경기 부천시 장말로 71
1395,288643,부천 한아름동성점,"경기 부천시 원미구 부흥로 100 (상동, 한아름마을 동성아파트)"
1396,288644,부천 한라스카이점,경기 부천시 계남로 106
1397,288645,부천 하얀마을1점,경기 부천시 원미구 상동로 22 (상동)
1398,288646,부천 포도마을1점,"경기 부천시 조마루로 135 (중동, 포도마을 삼보,영남아파트)"
1399,288647,부천 춘의1호점,경기 부천시 춘의동 141-4
1400,288648,부천 지니어스카운티점,경기 부천시 중동 1289
1401,288649,부천 중동은하마을점,경기 부천시 중동 1039-1
1402,288650,부천 중동역푸르지오점,"경기 부천시 중동로 64 (송내동, 중동역푸르지오아파트)"
1403,288651,부천 위즈덤스마트해법점,경기 부천시 도당동 264-9
1404,288652,부천 온트랙송내점,"경기 부천시 경인로 20 (송내동, 송내 자이)"
1405,288653,부천 옥길에이플러스점,"경기 부천시 옥길로 80 (옥길동, 부천옥길브리즈힐)"
1406,288654,부천 오정스마트해법점,경기 부천시 오정동 137
1407,288655,부천 역곡온수e편한점,경기 부천시 역곡동 111-8
1408,288656,부천 역곡북부점,경기 부천시 역곡동 111-8
1409,288657,부천 스마트해법이룸학원,경기 부천시 괴안동 173-3
1410,288658,부천 스마트해법원종역점,경기 부천시 원종동 233-13
1411,288659,부천 스마트해법부천점,경기 부천시 중동로420번길 6 (삼정동)
1412,288660,부천 스마트해법 상동스카이뷰자이점,"경기 부천시 부일로 203 (상동, 상동스카이뷰자이)"
1413,288661,부천 송내해법점,경기 부천시 성주로 79 (송내동)
1414,288662,부천 송내래미안점,"경기 부천시 중동로 19 (송내동, 래미안부천어반비스타)"
1415,288663,부천 소사본동점,경기 부천시 소사구 소사동로 78 (소사본동)
1416,288664,부천 소사동문해법수학점,"경기 부천시 소사구 소안로 10 (소사본동, 동문밀리언상가)"
1417,288665,부천 상동다정삼성점,"경기 부천시 평천로 616 (상동, 다정한마을 삼성래미안아파트)"
1418,288666,부천 범박힐스테이트3단지점,"경기 부천시 범안로95번길 16 (범박동, 현대홈타운)"
1419,288667,부천 백송자이점,"경기 부천시 원미구 조마루로 48 (상동, 백송마을 상동자이)"
1420,288668,부천 반달동아점,"경기 부천시 원미구 상일로 71 (상동, 반달마을 동아아파트)"
1421,288669,부천 매스비비안점,경기 부천시 원종동 348-14
1422,288670,부천 라일락마을점,경기 부천시 도약로 28 (상동)
1423,288671,부천 그린타운천재점,경기 부천시 중동 1185-2
1424,288672,부암 휴 포레시티즌파크,"부산 부산진구 동평로 173 (부암동, 협성휴포레시티즌파크아파트)"
1425,288673,부산서부지사,부산 사하구 장평로 437 (괴정동)
1426,288674,부산 화잠초점,"부산 북구 와석장터로 36 (화명동, 삼한힐파크)"
1427,288675,부산 화명캐슬카이저101동점,부산 북구 화명1동
1428,288676,부산 화명대천리점,"부산 북구 양달로 78 (화명동, 도개공그린아파트)"
1429,288677,부산 화명낙천대점,"부산 북구 화명신도시로 156 (화명동, 롯데아파트낙천대)"
1430,288678,부산 화명21C점,부산 북구 화명동 1411-1
1431,288679,부산 화명 해법단과학원,부산 북구 화명동 1130-15
1432,288680,부산 화명 가우스해법수학,"부산 북구 금곡대로303번길 12 (화명동, 샤롯데)"
1433,288681,부산 학장승학점,부산 사상구 엄궁동 5-5
1434,288682,부산 학장구학초점,"부산 사상구 학감대로49번길 34 (학장동, 구학마을상가)"
1435,288683,부산 하단가락3단지점,"부산 사하구 하신중앙로 265 (하단동, 가락타운3단지아파트)"
1436,288684,부산 하단1호점,부산 사하구 하단동 1157-12
1437,288685,부산 포스코더샵 e해법 셀파수학점,부산 강서구 명지국제2로 27 (명지동)
1438,288686,부산 진구양정1동점,부산 부산진구 양정동 418-135
1439,288687,부산 진구부암캐슬점,부산 부산진구 당감로 108
1440,288688,부산 진구반도보라점,"부산 부산진구 가야공원로 39 (가야동, 가야반도보라빌)"
1441,288689,부산 진구 캐슬아너점,"부산 부산진구 가야공원로 39 (가야동, 가야반도보라빌)"
1442,288690,부산 진구 동원초점,"부산 부산진구 백양산로 55 (부암동, 백양상가)"
1443,288691,부산 중구부평점,부산 중구 흑교로 71-2 (보수동2가)
1444,288692,부산 전포사랑으로점,"부산 부산진구 동성로 82 (전포동, 부산전포사랑으로부영)"
1445,288693,부산 장림지큐빌점,"부산 사하구 다대로277번길 85 (장림동, 신세대지큐빌)"
1446,288694,부산 영센뜰점,부산 영도구 태종로 172
1447,288695,부산 영도동삼점,부산 영도구 동삼동 851-27
1448,288696,부산 연지초점,부산 부산진구 연지동 189-5
1449,288697,부산 연지 래미안110동점,"부산 부산진구 성지로 42 (연지동, 연지래미안빌딩)"
1450,288698,부산 엄궁캐슬점,"부산 사상구 엄궁북로 40 (엄궁동, 엄궁롯데캐슬리버)"
1451,288699,부산 양정초점,"부산 부산진구 중앙대로941번길 11 (양정동, 부원맨숀)"
1452,288700,부산 양정2동점,부산 부산진구 양정동 271-54
1453,288701,부산 양정 양동초점,부산 부산진구 양정동 12-6
1454,288702,부산 양덕초점,"부산 북구 덕천로 72 (덕천동, 주공아파트)"
1455,288703,부산 신호동스마트해법수학점,부산 강서구 신호산단2로 29 (신호동)
1456,288704,부산 신평한신상가점,"부산 사하구 비봉로 42 (신평동, 한신아파트)"
1457,288705,부산 신명초점,"부산 강서구 명지국제5로 10 (명지동, 엠시티)"
1458,288706,부산 신개금LG 수학의 봄,"부산 부산진구 백양대로300번길 20 (개금동, 신개금엘지아파트)"
1459,288707,부산 스마트해법수학괴정초점,"부산 사하구 대티로1번길 22 (괴정동, 괴정 스타클래스)"
1460,288708,부산 스마트해법수학 장림초점,"부산 사하구 장림번영로104번길 10 (장림동, 사하장림역스마트W아파트)"
1461,288709,부산 스마트해법수학 상학초점,부산 북구 상학산복길 207
1462,288710,부산 수정1동점,"부산 동구 홍곡로 50 (초량동, e편한세상 부산항)"
1463,288711,부산 서면트레이더스점,부산 부산진구 시민공원로19번길 24 (부암동)
1464,288712,부산 서면아이파크105동점,부산 부산진구 동성로 50
1465,288713,부산 서면쌍용102동점,"부산 부산진구 신천대로220번길 31 (부암동, 서면 쌍용스윗닷홈 파크)"
1466,288714,부산 서면더샵점,"부산 부산진구 중앙대로666번길 50 (부전동, 더샵 센트럴스타)"
1467,288715,부산 새신평하남초점,부산 사하구 신평동 589-2
1468,288716,부산 삼덕해법학원,부산 사상구 삼락동 417-1
1469,288717,부산 사하현대점핑점,"부산 사하구 다대로429번길 20 (다대동, 삼환아파트)"
1470,288718,부산 부산항점,부산 동구 홍곡로 47 (수정동)
1471,288719,부산 봄여름가을겨울점,부산 부산진구 당감동 870-12
1472,288720,부산 보수1동점,부산 중구 보수동1가 40-18
1473,288721,부산 범천성서초점,부산 부산진구 범천동 842-30
1474,288722,부산 범천e편한점,부산 부산진구 가야대로 686 (범천동)
1475,288723,부산 모라우신점,"부산 사상구 백양대로 884 (모라동, 우신모라아파트)"
1476,288724,부산 모라엘리트점,"부산광역시 사상구 모라로110번길 40-47 (모라동, 멘토스쿨학"
1477,288725,부산 모라백양점,"부산 사상구 모라로110번길 96 (모라동, 상가)"
1478,288726,부산 명지중흥2차점,"부산 강서구 명지국제5로 90 (명지동, 중흥S-클래스 에듀오션)"
1479,288727,부산 명지오션퀸덤3단지점,"부산 강서구 명지오션시티11로 51 (명지동, 영어도시 퀸덤1차)"
1480,288728,부산 명지국제신도시중앙점,부산 강서구 명지국제8로 265 (명지동)
1481,288729,부산 멘토해법학원점,부산 북구 덕천로276번길 32-6 (만덕동)
1482,288730,부산 만덕점,부산 북구 만덕1로 24 (만덕동)
1483,288731,부산 만덕베스티움105동점,"부산 북구 상리로 86 (만덕동, 백양산베스티움에코포레)"
1484,288732,부산 만덕 신나는 해법수학,"부산 북구 덕천로234번길 41 (만덕동, 그린코아아파트)"
1485,288733,부산 만덕 벽산라인201동점,"부산 북구 덕천로 182 (만덕동, 벽산라인타운)"
1486,288734,부산 만덕 드림스쿨,"부산 북구 덕천로234번길 5 (만덕동, 동원아파트)"
1487,288735,부산 동구범일포세이돈점,부산 동구 자성로 106-1 (범일동)
1488,288736,부산 대신롯데캐슬점,"부산 서구 대티로 161 (서대신동3가, 대신 롯데캐슬)"
1489,288737,부산 대신동1점,부산 서구 구덕로321번길 15 (서대신동2가)
1490,288738,부산 당리엘리트점,부산 사하구 승학로 54 (당리동)
1491,288739,부산 당감국제백양점,"부산 부산진구 백양관문로 104 (당감동, 국제백양아파트)"
1492,288740,부산 당감 탄탄해법수학,"부산 부산진구 당감로17번길 90 (당감동, 무궁화아파트)"
1493,288741,부산 당감 화승점,"부산 부산진구 당감서로80번길 19 (부암동, 화승주상가)"
1494,288742,부산 다대현대드림점,"부산 사하구 다대로 473 (다대동, 다대포현대아파트)"
1495,288743,부산 다대삼환@ 양덕상가점,부산 사하구 다대로429번길 15 (다대동)
1496,288744,부산 다대롯데캐슬1점,"부산 사하구 다대낙조2길 100 (다대동, 다대동 롯데캐슬 몰운대아파트)"
1497,288745,부산 다대롯데블루점,"부산 사하구 다송로 23 (다대동, 다대 롯데캐슬 블루)"
1498,288746,부산 금곡화목조성점,"부산 북구 효열로220번길 22 (금곡동, 금곡화목타운)"
1499,288747,부산 국제삼정그린코아점,"부산 강서구 명지국제3로 97 (명지동, 삼정그린코아 더베스트)"
1500,288748,부산 개금현대아이점,"부산 부산진구 엄광로 16 (개금동, 개금현대아이아파트)"
1501,288749,부산 감천점,부산 사하구 감천로15번길 12 (감천동)
1502,288750,부산 가야초점,부산 부산진구 대학로 21 (가야동)
1503,288751,부산 가야엘리트학원점,"부산 부산진구 가야대로 635-12 (당감동, 금호그랜드타운)"
1504,288752,부산 H학습 코칭센터점,"부산 부산진구 거제대로 37-1 (양정동, 양정퍼스트상가)"
1505,288753,부산 e편한세상상가점,"부산 강서구 명지국제2로 80 (명지동, e편한세상 명지)"
